name,distance_from_earth,planet_mass,planet_type,planet_radius,distance_from_their_sun,orbital_period,gravity,orbital_speed,specifications
Kepler-307 c,1909,3.64,Neptune-like,2.2,Unknown,13.1 days,7.384937314,1884.221939,['gravity']
Kepler-308 b,4516,5.14,Neptune-like,2.12,0.09 AU,9.7 days,11.23006289,1008.900344,['gravity']
Kepler-308 c,4516,5.31,Neptune-like,2.16,0.123 AU,15.4 days,11.17577913,868.484127,['gravity']
Kepler-309 b,1805,3.05,Super Earth,1.56,0.059,5.9,12.3066949,1087.37037,"['gravity', 'planet_type']"
Kepler-309 c,1805,6.85,Neptune-like,2.5088,0.401 AU,105.4 days,10.68683934,413.6959379,"['gravity', 'goldilock']"
Kepler-30 b,3061,11.3,Neptune-like,3.8976,0.18 AU,29.3 days,7.304234396,668.0091013,['gravity']
Kepler-30 c,3061,638.778,Gas Giant,12.2864,0.3 AU,60.3 days,41.551953,540.9802838,['gravity']
Kepler-30 d,3061,23.1,Neptune-like,8.792,0.5 AU,143.3 days,2.934454718,379.4034788,"['gravity', 'goldilock']"
Kepler-310 b,1999,1.81,Super Earth,1.19,0.111,13.9,12.55091659,868.3317346,"['gravity', 'planet_type']"
Kepler-310 c,1999,11.4,Neptune-like,3.3824,0.281 AU,56.5 days,9.784659369,540.7983612,['gravity']
Kepler-310 d,1999,7,Super Earth,2.464,0.392,92.9,11.32159002,458.8258183,"['gravity', 'planet_type', 'goldilock']"
Kepler-311 b,2598,3.53,Super Earth,1.7,0.087,9.2,11.99409968,1028.274155,"['gravity', 'planet_type']"
Kepler-311 c,2598,2.63,Super Earth,1.43,0.145,19.7,12.62915998,800.3487498,"['gravity', 'planet_type']"
Kepler-312 b,2663,2.21,Super Earth,1.29,0.031,1.8,13.04078228,1872.693416,"['gravity', 'planet_type']"
Kepler-312 c,2663,10.1,Neptune-like,3.1472,0.153 AU,19.7 days,10.01298302,844.5059222,['gravity']
Kepler-313 b,3521,6.94,Neptune-like,2.5312,0.125 AU,15 days,10.63646556,906.1419753,['gravity']
Kepler-313 c,3521,7.13,Neptune-like,2.5648,0.208 AU,32.3 days,10.64322666,700.2261209,['gravity']
Kepler-314 b,884,0.498,Terrestrial,0.83,0.035,2.5,7.098456891,1522.318519,"['gravity', 'planet_type']"
Kepler-314 c,884,8.75,Neptune-like,2.9008,0.064 AU,6 days,10.21088231,1159.861728,['gravity']
Kepler-315 b,3913,13.7,Neptune-like,3.7632,0.402 AU,96.1 days,9.499412751,454.8625275,"['gravity', 'goldilock']"
Kepler-315 c,3913,16.1,Neptune-like,4.144,0.791 AU,265.5 days,9.206131494,323.9585548,"['gravity', 'goldilock']"
Kepler-316 b,1270,1.2,Super Earth,1.06,0.027,2.2,10.48721826,1334.5,"['gravity', 'planet_type']"
Kepler-316 c,1270,1.65,Super Earth,1.16,0.058,6.8,12.04089466,927.462963,"['gravity', 'planet_type']"
Kepler-317 b,3151,109.641,Super Earth,2.09,0.061 AU,5.5 days,246.4740532,1205.992593,['planet_type']
Kepler-317 c,3151,3.61,Super Earth,1.72,0.083,8.8,11.98232512,1025.587963,"['gravity', 'planet_type']"
Kepler-318 b,1618,19.9,Neptune-like,4.704,0.056 AU,4.7 days,8.830986919,1295.590229,['gravity']
Kepler-318 c,1618,13.1,Neptune-like,3.6736,0.105 AU,11.8 days,9.531875344,967.5753296,['gravity']
Kepler-319 b,1666,3.29,Super Earth,1.63,0.051,4.4,12.15938138,1260.361111,"['gravity', 'planet_type']"
Kepler-319 c,1666,7.41,Neptune-like,2.632,0.069 AU,6.9 days,10.50357714,1087.37037,['gravity']
Kepler-319 d,1666,5.86,Neptune-like,2.2848,0.191 AU,31.8 days,11.02280252,653.106103,['gravity']
Kepler-31 b,5701,25.9,Neptune-like,5.4992,0.16 AU,20.9 days,8.409913438,832.4366472,['gravity']
Kepler-31 c,5701,1493.66,Gas Giant,5.2976,0.26 AU,42.6 days,522.6178214,663.6532777,[]
Kepler-31 d,5701,2161.04,Gas Giant,3.8976,0.4 AU,87.6 days,1396.879885,496.5161509,['goldilock']
Kepler-320 b,2762,1.55,Super Earth,1.14,0.085,8.4,11.71150712,1100.315256,"['gravity', 'planet_type']"
Kepler-320 c,2762,2.45,Super Earth,1.37,0.142,17.9,12.81786642,862.6066625,"['gravity', 'planet_type']"
Kepler-321 b,1268,3.78,Super Earth,1.77,0.057,4.9,11.84775482,1264.900227,"['gravity', 'planet_type']"
Kepler-321 c,1268,5.99,Neptune-like,2.3184,0.11 AU,13.1 days,10.94311284,913.0590896,['gravity']
Kepler-322 b,1322,1.01,Super Earth,1.01,0.027,1.7,9.722308943,1727,"['gravity', 'planet_type']"
Kepler-322 c,1322,3.43,Super Earth,1.67,0.051,4.3,12.07680264,1289.671835,"['gravity', 'planet_type']"
Kepler-323 b,1503,684.2234,Super Earth,1.43,0.028 AU,1.7 days,3285.614746,1790.962963,['planet_type']
Kepler-323 c,1503,79.7678,Super Earth,1.63,0.046 AU,3.6 days,294.8106693,1389.417695,['planet_type']
Kepler-324 b,1660,1.55,Super Earth,1.14,0.05,4.4,11.71150712,1235.648148,"['gravity', 'planet_type']"
Kepler-324 c,1660,10.1,Neptune-like,3.1472,0.26 AU,51.8 days,10.01298302,545.7843558,['gravity']
Kepler-325 b,2750,8.8,Neptune-like,2.912,0.053 AU,4.5 days,10.19038805,1280.680658,['gravity']
Kepler-325 c,2750,6.99,Neptune-like,2.5424,0.105 AU,12.8 days,10.61891653,891.9835069,['gravity']
Kepler-325 d,2750,8.2,Neptune-like,2.7888,0.22 AU,38.7 days,10.35308797,618.143363,['gravity']
Kepler-326 b,1612,44.492,Super Earth,1.52,0.032 AU,2.2 days,189.097394,1581.62963,['planet_type']
Kepler-326 c,1612,17.4,Super Earth,1.4,0.051,4.6,87.17339662,1205.562802,"['gravity', 'planet_type']"
Kepler-326 d,1612,6.9,Super Earth,1.21,0.066,6.8,46.27742028,1055.388889,"['gravity', 'planet_type']"
Kepler-327 b,795,1.41,Super Earth,1.11,0.029,2.5,11.237351,1261.34963,"['gravity', 'planet_type']"
Kepler-327 c,795,20.3,Super Earth,1.03,0.047 AU,5.2 days,187.8937697,982.8155271,['planet_type']
Kepler-327 d,795,3.64,Super Earth,1.73,0.09,14,11.94262976,699.0238095,"['gravity', 'planet_type']"
Kepler-328 b,7680,28.5,Super Earth,2.296,Unknown,34.9 days,53.0874523,280.4106972,"['gravity', 'planet_type']"
Kepler-328 c,7680,39.4,Gas Giant,5.3984,Unknown,71.3 days,13.27568354,137.255727,"['gravity', 'speed']"
Kepler-329 b,1452,2.54,Super Earth,1.4,0.061,7.4,12.72531192,896.3458458,"['gravity', 'planet_type']"
Kepler-329 c,1452,4.38,Super Earth,1.93,0.113,18.7,11.54649797,657.0740741,"['gravity', 'planet_type']"
Kepler-32 b,1066,1302.98,Gas Giant,2.2,0.05 AU,5.9 days,2643.523522,921.5003139,[]
Kepler-32 c,1066,158.9,Neptune-like,2,0.09 AU,8.8 days,390.08091,1112.083333,[]
Kepler-32 d,1066,7.75,Neptune-like,2.6992,0.13 AU,22.8 days,10.44533476,619.9918778,['gravity']
Kepler-32 e,1066,2.86,Super Earth,1.5,0.033,2.9,12.48171627,1237.35249,"['gravity', 'planet_type']"
Kepler-32 f,1066,0.477,Terrestrial,0.82,0.013,0.7,6.965967846,2019.402116,"['gravity', 'planet_type']"
Kepler-330 b,2389,2.39,Super Earth,1.35,0.075,8.3,12.87719153,982.5635877,"['gravity', 'planet_type']"
Kepler-330 c,2389,4.46,Super Earth,1.95,0.116,16,11.51745243,788.3435185,"['gravity', 'planet_type']"
Kepler-331 b,1923,3.97,Super Earth,1.82,0.065,8.5,11.76897179,831.5185185,"['gravity', 'planet_type']"
Kepler-331 c,1923,4.04,Super Earth,1.84,0.105,17.3,11.71754177,659.9646757,"['gravity', 'planet_type']"
Kepler-331 d,1923,3.33,Super Earth,1.64,0.159,32.1,12.15758539,538.6040152,"['gravity', 'planet_type']"
Kepler-332 b,1134,1.71,Super Earth,1.17,0.07,7.6,12.26634508,1001.525341,"['gravity', 'planet_type']"
Kepler-332 c,1134,1.32,Super Earth,1.09,0.114,16,10.90967282,774.7513889,"['gravity', 'planet_type']"
Kepler-332 d,1134,1.76,Super Earth,1.18,0.189,34.2,12.41193362,600.9152047,"['gravity', 'planet_type']"
Kepler-333 b,1068,28.2,Super Earth,1.32,0.087 AU,12.6 days,158.924933,750.803351,['planet_type']
Kepler-333 c,1068,1.41,Super Earth,1.11,0.135,24.1,11.237351,609.1078838,"['gravity', 'planet_type']"
Kepler-334 b,1409,1.46,Super Earth,1.12,0.061,5.5,11.42898339,1205.992593,"['gravity', 'planet_type']"
Kepler-334 c,1409,2.63,Super Earth,1.43,0.107,12.8,12.62915998,908.973669,"['gravity', 'planet_type']"
Kepler-334 d,1409,2.57,Super Earth,1.41,0.168,25.1,12.69362574,727.8016822,"['gravity', 'planet_type']"
Kepler-335 b,4330,11.4,Neptune-like,3.3824,0.075 AU,6.6 days,9.784659369,1235.648148,['gravity']
Kepler-335 c,4330,9.64,Neptune-like,3.0688,0.356 AU,67.8 days,10.05149484,570.949634,['gravity']
Kepler-336 b,7605,1.04,Super Earth,1.02,0.033,2,9.815756742,1794.161111,"['gravity', 'planet_type']"
Kepler-336 c,7605,5.06,Neptune-like,2.1,0.092 AU,9.6 days,11.26685535,1042.063272,['gravity']
Kepler-336 d,7605,6.21,Neptune-like,2.3632,0.154 AU,20.7 days,10.91896403,808.9615316,['gravity']
Kepler-337 b,2255,2.99,Super Earth,1.54,0.045,3.3,12.37999695,1482.777778,"['gravity', 'planet_type']"
Kepler-337 c,2255,4.86,Super Earth,2.05,0.093,9.7,11.35584192,1042.530355,"['gravity', 'planet_type']"
Kepler-338 b,1832,30.6,Super Earth,2.4416,0.117,13.7,50.40378903,928.6301703,"['gravity', 'planet_type']"
Kepler-338 c,1832,6.08,Neptune-like,2.3408,0.172 AU,24.3 days,10.89596634,769.6613321,['gravity']
Kepler-338 d,1832,9.27,Neptune-like,3.0016,0.257 AU,44.4 days,10.10333823,629.401318,['gravity']
Kepler-338 e,1832,8.5,Super Earth,1.56,Unknown,9.3 days,34.29734643,3004.883712,"['gravity', 'planet_type']"
Kepler-339 b,2047,2.6,Super Earth,1.42,0.055,5,12.66156679,1196.107407,"['gravity', 'planet_type']"
Kepler-339 c,2047,7.3,Super Earth,1.15,0.069,7,54.20233183,1071.836508,"['gravity', 'planet_type']"
Kepler-339 d,2047,14.7,Super Earth,1.17,0.091 AU,10.6 days,105.4475279,933.4972048,['planet_type']
Kepler-33 b,4087,3.68,Super Earth,1.74,0.0677,5.7,11.93548615,1291.490773,"['gravity', 'planet_type']"
Kepler-33 c,4087,0.39,Terrestrial,3.192,0.1189,13.2,0.375863049,979.4570988,"['gravity', 'planet_type']"
Kepler-33 d,4087,3.91,Neptune-like,5.3424,0.1662 AU,21.8 days,1.345224428,828.995209,['gravity']
Kepler-33 e,4087,5.57,Neptune-like,4.0208,0.2138 AU,31.8 days,3.383148366,731.0685069,['gravity']
Kepler-33 f,4087,9.6,Neptune-like,4.4576,0.2535 AU,41 days,4.744165541,672.3131436,['gravity']
Kepler-340 b,2699,6.94,Neptune-like,2.5312,0.134 AU,14.8 days,10.63646556,984.511011,['gravity']
Kepler-340 c,2699,11.3,Neptune-like,3.3712,0.178 AU,22.8 days,9.763380121,848.9119558,['gravity']
Kepler-341 b,3521,1.76,Super Earth,1.18,0.06,5.2,12.41193362,1254.65812,"['gravity', 'planet_type']"
Kepler-341 c,3521,3.53,Super Earth,1.7,0.08,8,11.99409968,1087.37037,"['gravity', 'planet_type']"
Kepler-341 d,3521,4.08,Super Earth,1.85,0.182,27.7,11.70597245,714.4455141,"['gravity', 'planet_type']"
Kepler-341 e,3521,4.62,Super Earth,1.99,0.242,42.5,11.45583142,619.1614815,"['gravity', 'planet_type']"
Kepler-342 b,2608,5.69,Neptune-like,2.2512,0.128 AU,15.2 days,11.02490605,915.6803119,['gravity']
Kepler-342 c,2608,4.5,Super Earth,1.96,0.185,26.2,11.5024714,767.799689,"['gravity', 'planet_type']"
Kepler-342 d,2608,6.76,Neptune-like,2.4864,0.242 AU,39.5 days,10.73731002,666.1864041,['gravity']
Kepler-342 e,2608,0.615,Terrestrial,0.88,Unknown,1.6 days,7.798311209,16446.47685,"['gravity', 'planet_type']"
Kepler-343 b,3107,6.39,Neptune-like,2.408,0.088 AU,9 days,10.82128124,1063.206584,['gravity']
Kepler-343 c,3107,4.74,Super Earth,2.02,0.167,23.2,11.40686742,782.719189,"['gravity', 'planet_type']"
Kepler-344 b,3367,7.32,Neptune-like,2.6096,0.153 AU,22 days,10.55489664,756.2166667,['gravity']
Kepler-344 c,3367,9.01,Neptune-like,2.9456,0.488 AU,125.6 days,10.19689717,422.4814815,"['gravity', 'goldilock']"
Kepler-345 b,1182,0.5,Terrestrial,0.74,0.066,7.4,8.965971542,969.8168168,"['gravity', 'planet_type']"
Kepler-345 c,1182,2.2,Super Earth,1.2,0.077,9.4,15.00206283,890.7182821,"['gravity', 'planet_type']"
Kepler-346 b,3303,7.56,Neptune-like,2.6544,0.071 AU,6.5 days,10.53609916,1187.74302,['gravity']
Kepler-346 c,3303,9.64,Neptune-like,3.0688,0.168 AU,23.9 days,10.05149484,764.344026,['gravity']
Kepler-347 b,4402,4.54,Super Earth,1.97,0.11,12.8,11.48720024,934.458912,"['gravity', 'planet_type']"
Kepler-347 c,4402,3.71,Super Earth,1.75,0.183,27.3,11.89566166,728.8966219,"['gravity', 'planet_type']"
Kepler-348 b,1893,2.92,Super Earth,1.52,0.076,7.1,12.41041964,1163.945749,"['gravity', 'planet_type']"
Kepler-348 c,1893,2.33,Super Earth,1.33,0.138,17.3,12.93431491,867.3821452,"['gravity', 'planet_type']"
Kepler-349 b,3153,94.3866,Super Earth,1.9,0.065 AU,5.9 days,256.7402333,1197.950408,['planet_type']
Kepler-349 c,3153,4.5,Super Earth,1.96,0.105,12.2,11.5024714,935.8515483,"['gravity', 'planet_type']"
Kepler-34 b,4890,69.916,Gas Giant,8.5568,1.0896 AU,288.8 days,9.376583003,410.2488766,"['gravity', 'goldilock']"
Kepler-350 b,3209,4.08,Super Earth,1.85,0.104,11.2,11.70597245,1009.701058,"['gravity', 'planet_type']"
Kepler-350 c,3209,6.1,Neptune-like,3.1024,Unknown,17.8 days,6.223361699,635.3175198,['gravity']
Kepler-350 d,3209,14.9,Super Earth,2.8,Unknown,26.1 days,18.66212083,433.2816801,"['gravity', 'planet_type']"
Kepler-351 b,3646,4.8,Neptune-like,3.0576,0.214 AU,37.1 days,5.041626739,627.2163322,['gravity']
Kepler-351 c,3646,11.1,Neptune-like,3.192,0.287 AU,57.2 days,10.69764064,545.5861823,['gravity']
Kepler-351 d,3646,7.85,Neptune-like,2.7216,Unknown,142.5 days,10.40667173,219.0002079,['gravity']
Kepler-352 b,830,0.566,Terrestrial,0.86,0.085,10.1,7.514677029,915.113678,"['gravity', 'planet_type']"
Kepler-352 c,830,2.07,Super Earth,1.24,0.118,16.3,13.21958332,787.1760963,"['gravity', 'planet_type']"
Kepler-353 b,1269,0.64,Terrestrial,0.89,0.051,5.8,7.933973616,956.1360153,"['gravity', 'planet_type']"
Kepler-353 c,1269,2.48,Super Earth,1.38,0.065,8.4,12.78746032,841.4175485,"['gravity', 'planet_type']"
Kepler-354 b,1836,4.04,Super Earth,1.84,0.054,5.5,11.71754177,1067.6,"['gravity', 'planet_type']"
Kepler-354 c,1836,2.27,Super Earth,1.31,0.115,16.9,12.98895036,739.9265834,"['gravity', 'planet_type']"
Kepler-354 d,1836,2.07,Super Earth,1.24,0.146,24.2,13.21958332,656.016835,"['gravity', 'planet_type']"
Kepler-355 b,4872,2.73,Super Earth,1.46,0.102,11,12.57615052,1008.288889,"['gravity', 'planet_type']"
Kepler-355 c,4872,7.8,Neptune-like,2.7104,0.179 AU,25.8 days,10.42602151,754.4158771,['gravity']
Kepler-356 b,2356,3.09,Super Earth,1.57,0.057,4.6,12.30977077,1347.39372,"['gravity', 'planet_type']"
Kepler-356 c,2356,3.93,Super Earth,1.81,0.115,13.1,11.77948197,954.5617755,"['gravity', 'planet_type']"
Kepler-357 b,2291,4.04,Super Earth,1.84,0.063,6.5,11.71754177,1053.912821,"['gravity', 'planet_type']"
Kepler-357 c,2291,7.61,Neptune-like,2.6656,0.12 AU,16.9 days,10.51684537,772.0973044,['gravity']
Kepler-357 d,2291,11.6,Neptune-like,3.4272,0.246 AU,49.5 days,9.697725392,540.3901235,['gravity']
Kepler-358 b,3706,7.85,Neptune-like,2.7216,0.21 AU,34.1 days,10.40667173,669.6415771,['gravity']
Kepler-358 c,3706,8.5,Neptune-like,2.8448,0.381 AU,83.5 days,10.31350393,496.1534265,"['gravity', 'goldilock']"
Kepler-359 b,4900,12.2,Neptune-like,3.528,0.178 AU,25.6 days,9.624838898,756.0622106,['gravity']
Kepler-359 c,4900,2.9,Neptune-like,4.3008,0.307 AU,57.7 days,1.539537582,578.5488799,['gravity']
Kepler-359 d,4900,2.7,Neptune-like,4.0096,0.372 AU,77.1 days,1.649120752,524.6456262,['gravity']
Kepler-35 b,5366,40.3606,Gas Giant,8.1536,0.60347 AU,131.5 days,5.961418364,499.0079068,"['gravity', 'goldilock']"
Kepler-360 b,2931,3.36,Super Earth,1.65,0.044,3.3,12.11887149,1449.82716,"['gravity', 'planet_type']"
Kepler-360 c,2931,5.06,Neptune-like,2.1,0.075 AU,7.2 days,11.26685535,1132.677469,['gravity']
Kepler-361 b,3118,2.7,Super Earth,1.45,0.086,8.5,12.61010059,1100.162963,"['gravity', 'planet_type']"
Kepler-361 c,3118,6.9,Neptune-like,2.52,0.3 AU,55.2 days,10.66937059,590.9621578,['gravity']
Kepler-362 b,3666,0.615,Terrestrial,0.88,0.087,10.3,7.798311209,918.4584682,"['gravity', 'planet_type']"
Kepler-362 c,3666,2.7,Super Earth,1.45,0.207,37.9,12.61010059,593.8935796,"['gravity', 'planet_type']"
Kepler-363 b,2544,1.65,Super Earth,1.16,0.048,3.6,12.04089466,1449.82716,"['gravity', 'planet_type']"
Kepler-363 c,2544,66.4202,Super Earth,1.69,0.079 AU,7.5 days,228.3586995,1145.363457,['planet_type']
Kepler-363 d,2544,4.86,Super Earth,2.05,0.107,11.9,11.35584192,977.7195767,"['gravity', 'planet_type']"
Kepler-364 b,2985,3.02,Super Earth,1.55,0.178,25.7,12.34338678,753.1203343,"['gravity', 'planet_type']"
Kepler-364 c,2985,5.27,Neptune-like,2.15,0.312 AU,60 days,11.19501002,565.4325926,['gravity']
Kepler-365 b,3099,4.82,Super Earth,2.04,0.098,10.7,11.3730643,995.9093112,"['gravity', 'planet_type']"
Kepler-365 c,3099,3.33,Super Earth,1.64,0.137,17.8,12.15758539,836.9086558,"['gravity', 'planet_type']"
Kepler-366 b,6391,2.73,Super Earth,1.46,0.045,3.3,12.57615052,1482.777778,"['gravity', 'planet_type']"
Kepler-366 c,6391,3.86,Super Earth,1.79,0.11,12.5,11.82965377,956.8859259,"['gravity', 'planet_type']"
Kepler-367 b,617,2.24,Super Earth,1.3,0.201,37.8,13.01523772,578.2048795,"['gravity', 'planet_type']"
Kepler-367 c,617,1.87,Super Earth,1.2,0.253,53.6,12.7517534,513.2550442,"['gravity', 'planet_type']"
Kepler-368 b,2571,10.7,Neptune-like,3.2592,0.186 AU,26.8 days,9.891281131,754.6674959,['gravity']
Kepler-368 c,2571,14.3,Neptune-like,3.8752,0.36 AU,72.4 days,9.350580765,540.6813996,['gravity']
Kepler-369 b,849,1.51,Super Earth,1.13,0.03,2.7,11.61210226,1208.1893,"['gravity', 'planet_type']"
Kepler-369 c,849,2.57,Super Earth,1.41,0.094,14.9,12.69362574,685.9920457,"['gravity', 'planet_type']"
Kepler-36 b,1533,3.83,Super Earth,1.498,0.1153,13.9,16.75968835,901.9698108,"['gravity', 'planet_type']"
Kepler-36 c,1533,7.13,Neptune-like,3.6736,0.1283 AU,16.2 days,5.187959634,861.1704847,['gravity']
Kepler-370 b,3939,3.15,Super Earth,1.59,0.054,4.6,12.23508797,1276.478261,"['gravity', 'planet_type']"
Kepler-370 c,3939,4.31,Super Earth,1.91,0.14,19,11.60115761,801.2202729,"['gravity', 'planet_type']"
Kepler-371 b,2716,4.23,Super Earth,1.89,0.2,34.8,11.62806766,624.9255002,"['gravity', 'planet_type']"
Kepler-371 c,2716,3.82,Super Earth,1.78,0.313,68,11.83897625,500.5101852,"['gravity', 'planet_type']"
Kepler-372 b,5093,2.42,Super Earth,1.36,0.075,6.8,12.84778737,1199.305556,"['gravity', 'planet_type']"
Kepler-372 c,5093,5.02,Super Earth,2.09,0.154,20.1,11.28500968,833.109637,"['gravity', 'planet_type']"
Kepler-372 d,5093,3.5,Super Earth,1.69,0.201,30.1,12.0333189,726.1177556,"['gravity', 'planet_type']"
Kepler-373 b,3672,2.42,Super Earth,1.36,0.06,5.5,12.84778737,1186.222222,"['gravity', 'planet_type']"
Kepler-373 c,3672,2.07,Super Earth,1.24,0.126,16.7,13.21958332,820.4111776,"['gravity', 'planet_type']"
Kepler-374 b,4282,1.08,Super Earth,1.03,0.029,1.9,9.996318782,1659.670565,"['gravity', 'planet_type']"
Kepler-374 c,4282,1.37,Super Earth,1.1,0.042,3.3,11.11798255,1383.925926,"['gravity', 'planet_type']"
Kepler-374 d,4282,2.27,Super Earth,1.31,0.056,5,12.98895036,1217.854815,"['gravity', 'planet_type']"
Kepler-375 b,4188,2.7,Super Earth,1.45,0.101,12.1,12.61010059,907.6397306,"['gravity', 'planet_type']"
Kepler-375 c,4188,7.51,Neptune-like,2.6432,0.141 AU,20 days,10.55530233,766.5961111,['gravity']
Kepler-376 b,3093,1.24,Super Earth,1.07,0.057,4.9,10.63518187,1264.900227,"['gravity', 'planet_type']"
Kepler-376 c,3093,3.86,Super Earth,1.79,0.115,14.2,11.82965377,880.6168492,"['gravity', 'planet_type']"
Kepler-377 b,2752,2.51,Super Earth,1.39,0.109,12.5,12.75659925,948.186963,"['gravity', 'planet_type']"
Kepler-377 c,2752,4.9,Super Earth,2.06,0.182,27,11.33841714,732.9681756,"['gravity', 'planet_type']"
Kepler-378 b,498,0.347,Terrestrial,0.75,0.112,16.1,6.057560205,756.431562,"['gravity', 'planet_type']"
Kepler-378 c,498,0.271,Terrestrial,0.7,0.166,28.9,5.43080241,624.5795207,"['gravity', 'planet_type']"
Kepler-379 b,2437,3.39,Super Earth,1.66,0.152,20.1,12.08020525,822.2900313,"['gravity', 'planet_type']"
Kepler-379 c,2437,5.86,Neptune-like,2.2848,0.326 AU,62.8 days,11.02280252,564.462963,['gravity']
Kepler-37 b,209,3.1783,Super Earth,0.336,0.1003 AU,13.4 days,276.443972,813.9048369,['planet_type']
Kepler-37 c,209,12,Terrestrial,0.75,0.1368 AU,21.3 days,209.48335,698.3674491,['planet_type']
Kepler-37 d,209,12.2,Neptune-like,1.94,0.2076 AU,39.8 days,31.83077128,567.1811279,['gravity']
Kepler-380 b,2718,1.81,Super Earth,1.19,0.05,3.9,12.55091659,1394.064577,"['gravity', 'planet_type']"
Kepler-380 c,2718,2.15,Super Earth,1.27,0.078,7.6,13.08946238,1115.98538,"['gravity', 'planet_type']"
Kepler-381 b,879,0.937,Terrestrial,0.99,0.066,5.6,9.387717085,1281.543651,"['gravity', 'planet_type']"
Kepler-381 c,879,1.46,Super Earth,1.12,0.117,13.4,11.42898339,949.420398,"['gravity', 'planet_type']"
Kepler-382 b,3134,2.3,Super Earth,1.32,0.055,5.3,12.96196262,1128.403215,"['gravity', 'planet_type']"
Kepler-382 c,3134,3.15,Super Earth,1.59,0.097,12.2,12.23508797,864.5485732,"['gravity', 'planet_type']"
Kepler-383 b,1533,2.3,Super Earth,1.32,0.095,12.9,12.96196262,800.7766293,"['gravity', 'planet_type']"
Kepler-383 c,1533,2.07,Super Earth,1.24,0.172,31.2,13.21958332,599.4477683,"['gravity', 'planet_type']"
Kepler-384 b,2999,1.46,Super Earth,1.12,0.148,22.6,11.42898339,712.0832514,"['gravity', 'planet_type']"
Kepler-384 c,2999,1.51,Super Earth,1.13,0.236,45.3,11.61210226,566.4887581,"['gravity', 'planet_type']"
Kepler-385 b,4873,12.8,Super Earth,2.7328,0.097,10,16.83003669,1054.749259,"['gravity', 'planet_type']"
Kepler-385 c,4873,13.2,Neptune-like,3.0352,0.127 AU,15.2 days,14.06987034,908.5265595,['gravity']
Kepler-385 d,4873,7.36,Neptune-like,2.6208,Unknown,56.4 days,10.52206173,244.8511295,['gravity']
Kepler-386 b,2951,2.51,Super Earth,1.39,0.096,12.3,12.75659925,848.6793135,"['gravity', 'planet_type']"
Kepler-386 c,2951,3.12,Super Earth,1.58,0.155,25.2,12.2724483,668.819077,"['gravity', 'planet_type']"
Kepler-387 b,2675,1.08,Super Earth,1.03,0.068,6.8,9.996318782,1087.37037,"['gravity', 'planet_type']"
Kepler-387 c,2675,0.64,Terrestrial,0.89,0.098,11.8,7.933973616,903.0703076,"['gravity', 'planet_type']"
Kepler-388 b,1994,0.457,Terrestrial,0.81,0.036,3.2,6.839698429,1223.291667,"['gravity', 'planet_type']"
Kepler-388 c,1994,0.566,Terrestrial,0.86,0.093,13.3,7.514677029,760.3416876,"['gravity', 'planet_type']"
Kepler-389 b,2726,2.89,Super Earth,1.51,0.041,3.2,12.44614165,1393.193287,"['gravity', 'planet_type']"
